Date,Crop,Market,Min_Price(₹/Quintal),Max_Price(₹/Quintal),Modal_Price(₹/Quintal)
2024-06-08,Bajra,Dhanbad Mandi,2286,2494,2390
2024-06-08,Sugarcane,Dhanbad Mandi,1117,1327,1222
2024-06-08,Cotton,Dhanbad Mandi,1481,1726,1603
2024-06-08,Barley,Dhanbad Mandi,1045,1542,1293
2024-06-08,Groundnut,Dhanbad Mandi,1105,1281,1193
2024-06-08,Mustard,Dhanbad Mandi,1583,1809,1696
2024-06-08,Soybean,Dhanbad Mandi,2048,2276,2162
2024-06-08,Pulses,Dhanbad Mandi,1732,2074,1903
2024-06-08,Potato,Dhanbad Mandi,2239,2637,2438
2024-06-08,Wheat,Bokaro Mandi,1842,2075,1958
2024-06-08,Rice,Bokaro Mandi,2366,2672,2519
2024-06-08,Maize,Bokaro Mandi,1777,2007,1892
2024-06-08,Bajra,Bokaro Mandi,1749,2191,1970
2024-06-08,Sugarcane,Bokaro Mandi,1019,1204,1111
2024-06-08,Cotton,Bokaro Mandi,1172,1430,1301
2024-06-08,Barley,Bokaro Mandi,1725,2141,1933
2024-06-08,Groundnut,Bokaro Mandi,1819,2178,1998
2024-06-08,Mustard,Bokaro Mandi,2125,2503,2314
2024-06-08,Soybean,Bokaro Mandi,2395,2594,2494
2024-06-08,Pulses,Bokaro Mandi,1495,1957,1726
2024-06-08,Potato,Bokaro Mandi,1931,2153,2042
2024-06-08,Wheat,Hazaribagh Mandi,1335,1681,1508
2024-06-08,Rice,Hazaribagh Mandi,1323,1523,1423
2024-06-08,Maize,Hazaribagh Mandi,1300,1547,1423
2024-06-08,Bajra,Hazaribagh Mandi,1015,1448,1231
2024-06-08,Sugarcane,Hazaribagh Mandi,1243,1435,1339
2024-06-08,Cotton,Hazaribagh Mandi,1678,2050,1864
2024-06-08,Barley,Hazaribagh Mandi,2016,2191,2103
2024-06-08,Groundnut,Hazaribagh Mandi,1600,1801,1700
2024-06-08,Mustard,Hazaribagh Mandi,1384,1735,1559
2024-06-08,Soybean,Hazaribagh Mandi,1564,1754,1659
2024-06-08,Pulses,Hazaribagh Mandi,1439,1886,1662
2024-06-08,Potato,Hazaribagh Mandi,2465,2891,2678
2024-06-08,Wheat,Jamshedpur Mandi,1864,2234,2049
2024-06-08,Rice,Jamshedpur Mandi,2291,2459,2375
2024-06-08,Maize,Jamshedpur Mandi,1529,1966,1747
2024-06-08,Bajra,Jamshedpur Mandi,1442,1883,1662
2024-06-08,Sugarcane,Jamshedpur Mandi,1163,1443,1303
2024-06-08,Cotton,Jamshedpur Mandi,1860,2118,1989
2024-06-08,Barley,Jamshedpur Mandi,2207,2445,2326
2024-06-08,Groundnut,Jamshedpur Mandi,1667,2004,1835
2024-06-08,Mustard,Jamshedpur Mandi,1621,2084,1852
2024-06-08,Soybean,Jamshedpur Mandi,1290,1731,1510
2024-06-08,Pulses,Jamshedpur Mandi,1315,1580,1447
2024-06-08,Potato,Jamshedpur Mandi,1890,2296,2093
2024-06-09,Wheat,Ranchi Mandi,2193,2481,2337
2024-06-09,Rice,Ranchi Mandi,2236,2672,2454
2024-06-09,Maize,Ranchi Mandi,2426,2761,2593
2024-06-09,Bajra,Ranchi Mandi,1771,2095,1933
2024-06-09,Sugarcane,Ranchi Mandi,1667,2122,1894
2024-06-09,Cotton,Ranchi Mandi,1799,2066,1932
2024-06-09,Barley,Ranchi Mandi,1433,1678,1555
2024-06-09,Groundnut,Ranchi Mandi,1973,2450,2211
2024-06-09,Mustard,Ranchi Mandi,2426,2579,2502
2024-06-09,Soybean,Ranchi Mandi,2003,2389,2196
2024-06-09,Pulses,Ranchi Mandi,1042,1392,1217
2024-06-09,Potato,Ranchi Mandi,1334,1508,1421
2024-06-09,Wheat,Dhanbad Mandi,1540,1900,1720
2024-06-09,Rice,Dhanbad Mandi,2475,2958,2716
2024-06-09,Maize,Dhanbad Mandi,1166,1342,1254
2024-06-09,Bajra,Dhanbad Mandi,1440,1629,1534
2024-06-09,Sugarcane,Dhanbad Mandi,2419,2589,2504
2024-06-09,Cotton,Dhanbad Mandi,1490,1766,1628
2024-06-09,Barley,Dhanbad Mandi,1487,1640,1563
2024-06-09,Groundnut,Dhanbad Mandi,1243,1626,1434
2024-06-09,Mustard,Dhanbad Mandi,2477,2671,2574
2024-06-09,Soybean,Dhanbad Mandi,2136,2307,2221
2024-06-09,Pulses,Dhanbad Mandi,2439,2741,2590
2024-06-09,Potato,Dhanbad Mandi,2070,2493,2281
2024-06-09,Wheat,Bokaro Mandi,1476,1690,1583
2024-06-09,Rice,Bokaro Mandi,1886,2146,2016
2024-06-09,Maize,Bokaro Mandi,1534,1719,1626
2024-06-09,Bajra,Bokaro Mandi,1512,1860,1686
2024-06-09,Sugarcane,Bokaro Mandi,2078,2230,2154
2024-06-09,Cotton,Bokaro Mandi,1362,1824,1593
2024-06-09,Barley,Bokaro Mandi,2091,2572,2331
2024-06-09,Groundnut,Bokaro Mandi,2430,2662,2546
2024-06-09,Mustard,Bokaro Mandi,2109,2353,2231
2024-06-09,Soybean,Bokaro Mandi,1871,2023,1947
2024-06-09,Pulses,Bokaro Mandi,2024,2200,2112
2024-06-09,Potato,Bokaro Mandi,1103,1435,1269
2024-06-09,Wheat,Hazaribagh Mandi,2149,2456,2302
2024-06-09,Rice,Hazaribagh Mandi,2070,2222,2146
2024-06-09,Maize,Hazaribagh Mandi,1782,2091,1936
2024-06-09,Bajra,Hazaribagh Mandi,2158,2605,2381
2024-06-09,Sugarcane,Hazaribagh Mandi,2207,2545,2376
2024-06-09,Cotton,Hazaribagh Mandi,2351,2744,2547
2024-06-09,Barley,Hazaribagh Mandi,1236,1512,1374
2024-06-09,Groundnut,Hazaribagh Mandi,1028,1441,1234
2024-06-09,Mustard,Hazaribagh Mandi,1852,2294,2073
2024-06-09,Soybean,Hazaribagh Mandi,1036,1273,1154
2024-06-09,Pulses,Hazaribagh Mandi,1729,1924,1826
2024-06-09,Potato,Hazaribagh Mandi,1132,1283,1207
2024-06-09,Wheat,Jamshedpur Mandi,1297,1779,1538
2024-06-09,Rice,Jamshedpur Mandi,1886,2244,2065
2024-06-09,Maize,Jamshedpur Mandi,2339,2789,2564
2024-06-09,Bajra,Jamshedpur Mandi,1244,1490,1367
2024-06-09,Sugarcane,Jamshedpur Mandi,1304,1643,1473
2024-06-09,Cotton,Jamshedpur Mandi,2328,2578,2453
2024-06-09,Barley,Jamshedpur Mandi,2263,2453,2358
2024-06-09,Groundnut,Jamshedpur Mandi,1683,1916,1799
2024-06-09,Mustard,Jamshedpur Mandi,2253,2487,2370
2024-06-09,Soybean,Jamshedpur Mandi,1096,1303,1199
2024-06-09,Pulses,Jamshedpur Mandi,1699,2108,1903
2024-06-09,Potato,Jamshedpur Mandi,1230,1623,1426
2024-06-10,Wheat,Ranchi Mandi,2386,2722,2554
2024-06-10,Rice,Ranchi Mandi,2085,2500,2292
2024-06-10,Maize,Ranchi Mandi,2327,2824,2575
2024-06-10,Bajra,Ranchi Mandi,1122,1360,1241
2024-06-10,Sugarcane,Ranchi Mandi,1695,2076,1885
2024-06-10,Cotton,Ranchi Mandi,1381,1880,1630
2024-06-10,Barley,Ranchi Mandi,1289,1546,1417
2024-06-10,Groundnut,Ranchi Mandi,2014,2414,2214
2024-06-10,Mustard,Ranchi Mandi,1201,1394,1297
2024-06-10,Soybean,Ranchi Mandi,1485,1654,1569
2024-06-10,Pulses,Ranchi Mandi,1067,1366,1216
2024-06-10,Potato,Ranchi Mandi,2062,2315,2188
2024-06-10,Wheat,Dhanbad Mandi,1241,1735,1488
2024-06-10,Rice,Dhanbad Mandi,1330,1778,1554
2024-06-10,Maize,Dhanbad Mandi,1366,1748,1557
2024-06-10,Bajra,Dhanbad Mandi,2369,2762,2565
2024-06-10,Sugarcane,Dhanbad Mandi,1786,2224,2005
2024-06-10,Cotton,Dhanbad Mandi,1510,1903,1706
2024-06-10,Barley,Dhanbad Mandi,1024,1395,1209
2024-06-10,Groundnut,Dhanbad Mandi,1185,1657,1421
2024-06-10,Mustard,Dhanbad Mandi,2120,2609,2364
2024-06-10,Soybean,Dhanbad Mandi,1708,2033,1870
2024-06-10,Pulses,Dhanbad Mandi,1204,1596,1400
2024-06-10,Potato,Dhanbad Mandi,1955,2170,2062
2024-06-10,Wheat,Bokaro Mandi,1884,2148,2016
2024-06-10,Rice,Bokaro Mandi,2069,2454,2261
2024-06-10,Maize,Bokaro Mandi,1866,2121,1993
2024-06-10,Bajra,Bokaro Mandi,1726,1999,1862
2024-06-10,Sugarcane,Bokaro Mandi,1302,1761,1531
2024-06-10,Cotton,Bokaro Mandi,1605,1797,1701
2024-06-10,Barley,Bokaro Mandi,1508,1775,1641
2024-06-10,Groundnut,Bokaro Mandi,2120,2575,2347
2024-06-10,Mustard,Bokaro Mandi,1988,2369,2178
2024-06-10,Soybean,Bokaro Mandi,1588,1915,1751
2024-06-10,Pulses,Bokaro Mandi,2252,2566,2409
2024-06-10,Potato,Bokaro Mandi,1295,1600,1447
2024-06-10,Wheat,Hazaribagh Mandi,2165,2388,2276
2024-06-10,Rice,Hazaribagh Mandi,1245,1734,1489
2024-06-10,Maize,Hazaribagh Mandi,1554,1977,1765
2024-06-10,Bajra,Hazaribagh Mandi,2008,2379,2193
2024-06-10,Sugarcane,Hazaribagh Mandi,2215,2497,2356
2024-06-10,Cotton,Hazaribagh Mandi,2263,2695,2479
2024-06-10,Barley,Hazaribagh Mandi,1122,1598,1360
2024-06-10,Groundnut,Hazaribagh Mandi,1229,1518,1373
2024-06-10,Mustard,Hazaribagh Mandi,2329,2778,2553
2024-06-10,Soybean,Hazaribagh Mandi,1096,1509,1302
2024-06-10,Pulses,Hazaribagh Mandi,1999,2217,2108
2024-06-10,Potato,Hazaribagh Mandi,1402,1658,1530
2024-06-10,Wheat,Jamshedpur Mandi,1250,1629,1439
2024-06-10,Rice,Jamshedpur Mandi,1066,1423,1244
2024-06-10,Maize,Jamshedpur Mandi,2166,2525,2345
2024-06-10,Bajra,Jamshedpur Mandi,1566,1906,1736
2024-06-10,Sugarcane,Jamshedpur Mandi,1303,1688,1495
2024-06-10,Cotton,Jamshedpur Mandi,1545,1718,1631
2024-06-10,Barley,Jamshedpur Mandi,1757,1982,1869
2024-06-10,Groundnut,Jamshedpur Mandi,1419,1906,1662
2024-06-10,Mustard,Jamshedpur Mandi,1878,2184,2031
2024-06-10,Soybean,Jamshedpur Mandi,2369,2781,2575
2024-06-10,Pulses,Jamshedpur Mandi,1758,2026,1892
2024-06-10,Potato,Jamshedpur Mandi,1657,2089,1873
2024-06-11,Wheat,Ranchi Mandi,1586,1858,1722
2024-06-11,Rice,Ranchi Mandi,1347,1845,1596
2024-06-11,Maize,Ranchi Mandi,1212,1482,1347
2024-06-11,Bajra,Ranchi Mandi,1608,1987,1797
2024-06-11,Sugarcane,Ranchi Mandi,1727,2219,1973
2024-06-11,Cotton,Ranchi Mandi,1562,1911,1736
2024-06-11,Barley,Ranchi Mandi,1316,1605,1460
2024-06-11,Groundnut,Ranchi Mandi,2129,2504,2316
2024-06-11,Mustard,Ranchi Mandi,1804,2061,1932
2024-06-11,Soybean,Ranchi Mandi,1159,1343,1251
2024-06-11,Pulses,Ranchi Mandi,2176,2537,2356
2024-06-11,Potato,Ranchi Mandi,1853,2119,1986
2024-06-11,Wheat,Dhanbad Mandi,2373,2851,2612
2024-06-11,Rice,Dhanbad Mandi,1883,2214,2048
2024-06-11,Maize,Dhanbad Mandi,1225,1628,1426
2024-06-11,Bajra,Dhanbad Mandi,1747,2028,1887
2024-06-11,Sugarcane,Dhanbad Mandi,2018,2278,2148
2024-06-11,Cotton,Dhanbad Mandi,1240,1547,1393
2024-06-11,Barley,Dhanbad Mandi,1050,1436,1243
2024-06-11,Groundnut,Dhanbad Mandi,2171,2574,2372
2024-06-11,Mustard,Dhanbad Mandi,2104,2480,2292
2024-06-11,Soybean,Dhanbad Mandi,1829,2061,1945
2024-06-11,Pulses,Dhanbad Mandi,1406,1768,1587
2024-06-11,Potato,Dhanbad Mandi,2027,2515,2271
2024-06-11,Wheat,Bokaro Mandi,1247,1413,1330
2024-06-11,Rice,Bokaro Mandi,1144,1402,1273
2024-06-11,Maize,Bokaro Mandi,1998,2407,2202
2024-06-11,Bajra,Bokaro Mandi,2361,2705,2533
2024-06-11,Sugarcane,Bokaro Mandi,1870,2215,2042
2024-06-11,Cotton,Bokaro Mandi,1644,1894,1769
2024-06-11,Barley,Bokaro Mandi,2365,2721,2543
2024-06-11,Groundnut,Bokaro Mandi,1521,1908,1714
2024-06-11,Mustard,Bokaro Mandi,1218,1480,1349
2024-06-11,Soybean,Bokaro Mandi,2315,2564,2439
2024-06-11,Pulses,Bokaro Mandi,2251,2686,2468
2024-06-11,Potato,Bokaro Mandi,2347,2669,2508
2024-06-11,Wheat,Hazaribagh Mandi,2056,2449,2252
2024-06-11,Rice,Hazaribagh Mandi,1206,1483,1344
2024-06-11,Maize,Hazaribagh Mandi,1756,2239,1997
2024-06-11,Bajra,Hazaribagh Mandi,2129,2308,2218
2024-06-11,Sugarcane,Hazaribagh Mandi,1784,2050,1917
2024-06-11,Cotton,Hazaribagh Mandi,1860,2259,2059
2024-06-11,Barley,Hazaribagh Mandi,1030,1265,1147
2024-06-11,Groundnut,Hazaribagh Mandi,1062,1329,1195
2024-06-11,Mustard,Hazaribagh Mandi,1176,1589,1382
2024-06-11,Soybean,Hazaribagh Mandi,1410,1675,1542
2024-06-11,Pulses,Hazaribagh Mandi,1395,1755,1575
2024-06-11,Potato,Hazaribagh Mandi,2461,2782,2621
2024-06-11,Wheat,Jamshedpur Mandi,2115,2475,2295
2024-06-11,Rice,Jamshedpur Mandi,2207,2629,2418
2024-06-11,Maize,Jamshedpur Mandi,1179,1454,1316
2024-06-11,Bajra,Jamshedpur Mandi,2014,2426,2220
2024-06-11,Sugarcane,Jamshedpur Mandi,1623,1853,1738
2024-06-11,Cotton,Jamshedpur Mandi,1751,1966,1858
2024-06-11,Barley,Jamshedpur Mandi,1716,2060,1888
2024-06-11,Groundnut,Jamshedpur Mandi,1154,1307,1230
2024-06-11,Mustard,Jamshedpur Mandi,1236,1565,1400
2024-06-11,Soybean,Jamshedpur Mandi,1507,1834,1670
2024-06-11,Pulses,Jamshedpur Mandi,1549,2026,1787
2024-06-11,Potato,Jamshedpur Mandi,1212,1704,1458
2024-06-12,Wheat,Ranchi Mandi,1520,1896,1708
2024-06-12,Rice,Ranchi Mandi,2191,2385,2288
2024-06-12,Maize,Ranchi Mandi,1396,1726,1561
2024-06-12,Bajra,Ranchi Mandi,1183,1614,1398
2024-06-12,Sugarcane,Ranchi Mandi,2106,2517,2311
2024-06-12,Cotton,Ranchi Mandi,2500,2989,2744
2024-06-12,Barley,Ranchi Mandi,1716,2209,1962
2024-06-12,Groundnut,Ranchi Mandi,2461,2894,2677
2024-06-12,Mustard,Ranchi Mandi,1002,1343,1172
2024-06-12,Soybean,Ranchi Mandi,1265,1684,1474
2024-06-12,Pulses,Ranchi Mandi,2430,2728,2579
2024-06-12,Potato,Ranchi Mandi,2134,2330,2232
2024-06-12,Wheat,Dhanbad Mandi,2049,2431,2240
2024-06-12,Rice,Dhanbad Mandi,1806,2304,2055
2024-06-12,Maize,Dhanbad Mandi,1310,1514,1412
2024-06-12,Bajra,Dhanbad Mandi,1601,1978,1789
2024-06-12,Sugarcane,Dhanbad Mandi,1922,2304,2113
2024-06-12,Cotton,Dhanbad Mandi,2403,2726,2564
2024-06-12,Barley,Dhanbad Mandi,2282,2522,2402
2024-06-12,Groundnut,Dhanbad Mandi,1180,1594,1387
2024-06-12,Mustard,Dhanbad Mandi,1571,1912,1741
2024-06-12,Soybean,Dhanbad Mandi,1571,1881,1726
2024-06-12,Pulses,Dhanbad Mandi,1091,1485,1288
2024-06-12,Potato,Dhanbad Mandi,2105,2582,2343
2024-06-12,Wheat,Bokaro Mandi,1427,1734,1580
2024-06-12,Rice,Bokaro Mandi,2377,2695,2536
2024-06-12,Maize,Bokaro Mandi,2485,2652,2568
2024-06-12,Bajra,Bokaro Mandi,2434,2697,2565
2024-06-12,Sugarcane,Bokaro Mandi,1688,1890,1789
2024-06-12,Cotton,Bokaro Mandi,1309,1607,1458
2024-06-12,Barley,Bokaro Mandi,1625,1949,1787
2024-06-12,Groundnut,Bokaro Mandi,2123,2539,2331
2024-06-12,Mustard,Bokaro Mandi,1530,1898,1714
2024-06-12,Soybean,Bokaro Mandi,2434,2763,2598
2024-06-12,Pulses,Bokaro Mandi,2405,2565,2485
2024-06-12,Potato,Bokaro Mandi,1902,2064,1983
2024-06-12,Wheat,Hazaribagh Mandi,1815,1973,1894
2024-06-12,Rice,Hazaribagh Mandi,1791,2064,1927
2024-06-12,Maize,Hazaribagh Mandi,1041,1460,1250
2024-06-12,Bajra,Hazaribagh Mandi,1537,1900,1718
2024-06-12,Sugarcane,Hazaribagh Mandi,1006,1315,1160
2024-06-12,Cotton,Hazaribagh Mandi,1830,2232,2031
2024-06-12,Barley,Hazaribagh Mandi,1906,2296,2101
2024-06-12,Groundnut,Hazaribagh Mandi,1194,1490,1342
2024-06-12,Mustard,Hazaribagh Mandi,1269,1512,1390
2024-06-12,Soybean,Hazaribagh Mandi,1535,1749,1642
2024-06-12,Pulses,Hazaribagh Mandi,1148,1428,1288
2024-06-12,Potato,Hazaribagh Mandi,2498,2772,2635
2024-06-12,Wheat,Jamshedpur Mandi,1480,1733,1606
2024-06-12,Rice,Jamshedpur Mandi,2365,2723,2544
2024-06-12,Maize,Jamshedpur Mandi,2290,2727,2508
2024-06-12,Bajra,Jamshedpur Mandi,2162,2385,2273
2024-06-12,Sugarcane,Jamshedpur Mandi,2020,2218,2119
2024-06-12,Cotton,Jamshedpur Mandi,2285,2718,2501
2024-06-12,Barley,Jamshedpur Mandi,2083,2557,2320
2024-06-12,Groundnut,Jamshedpur Mandi,1155,1607,1381
2024-06-12,Mustard,Jamshedpur Mandi,2106,2578,2342
2024-06-12,Soybean,Jamshedpur Mandi,1901,2206,2053
2024-06-12,Pulses,Jamshedpur Mandi,2426,2889,2657
2024-06-12,Potato,Jamshedpur Mandi,1616,1918,1767
2024-06-13,Wheat,Ranchi Mandi,1682,1982,1832
2024-06-13,Rice,Ranchi Mandi,1243,1630,1436
2024-06-13,Maize,Ranchi Mandi,1542,1843,1692
2024-06-13,Bajra,Ranchi Mandi,1668,2092,1880
2024-06-13,Sugarcane,Ranchi Mandi,2193,2438,2315
2024-06-13,Cotton,Ranchi Mandi,2071,2561,2316
2024-06-13,Barley,Ranchi Mandi,1959,2299,2129
2024-06-13,Groundnut,Ranchi Mandi,2233,2591,2412
2024-06-13,Mustard,Ranchi Mandi,1470,1923,1696
2024-06-13,Soybean,Ranchi Mandi,1970,2362,2166
2024-06-13,Pulses,Ranchi Mandi,2128,2301,2214
2024-06-13,Potato,Ranchi Mandi,1359,1811,1585
2024-06-13,Wheat,Dhanbad Mandi,1067,1553,1310
2024-06-13,Rice,Dhanbad Mandi,1217,1627,1422
2024-06-13,Maize,Dhanbad Mandi,1719,2214,1966
2024-06-13,Bajra,Dhanbad Mandi,2028,2270,2149
2024-06-13,Sugarcane,Dhanbad Mandi,2210,2409,2309
2024-06-13,Cotton,Dhanbad Mandi,1443,1841,1642
2024-06-13,Barley,Dhanbad Mandi,2119,2544,2331
2024-06-13,Groundnut,Dhanbad Mandi,1609,1890,1749
2024-06-13,Mustard,Dhanbad Mandi,2280,2478,2379
2024-06-13,Soybean,Dhanbad Mandi,1311,1668,1489
2024-06-13,Pulses,Dhanbad Mandi,2416,2772,2594
2024-06-13,Potato,Dhanbad Mandi,1562,1719,1640
2024-06-13,Wheat,Bokaro Mandi,2192,2474,2333
2024-06-13,Rice,Bokaro Mandi,1957,2139,2048
2024-06-13,Maize,Bokaro Mandi,1296,1712,1504
2024-06-13,Bajra,Bokaro Mandi,1402,1782,1592
2024-06-13,Sugarcane,Bokaro Mandi,1070,1476,1273
2024-06-13,Cotton,Bokaro Mandi,1233,1437,1335
2024-06-13,Barley,Bokaro Mandi,2235,2670,2452
2024-06-13,Groundnut,Bokaro Mandi,1325,1571,1448
2024-06-13,Mustard,Bokaro Mandi,1516,1799,1657
2024-06-13,Soybean,Bokaro Mandi,2404,2819,2611
2024-06-13,Pulses,Bokaro Mandi,1668,1985,1826
2024-06-13,Potato,Bokaro Mandi,1308,1630,1469
2024-06-13,Wheat,Hazaribagh Mandi,1434,1856,1645
2024-06-13,Rice,Hazaribagh Mandi,2205,2663,2434
2024-06-13,Maize,Hazaribagh Mandi,1703,2051,1877
2024-06-13,Bajra,Hazaribagh Mandi,2146,2413,2279
2024-06-13,Sugarcane,Hazaribagh Mandi,2474,2938,2706
2024-06-13,Cotton,Hazaribagh Mandi,1934,2353,2143
2024-06-13,Barley,Hazaribagh Mandi,1112,1333,1222
2024-06-13,Groundnut,Hazaribagh Mandi,2267,2712,2489
2024-06-13,Mustard,Hazaribagh Mandi,1673,2159,1916
2024-06-13,Soybean,Hazaribagh Mandi,1447,1921,1684
2024-06-13,Pulses,Hazaribagh Mandi,1722,2110,1916
2024-06-13,Potato,Hazaribagh Mandi,1619,1829,1724
2024-06-13,Wheat,Jamshedpur Mandi,1700,2140,1920
2024-06-13,Rice,Jamshedpur Mandi,1800,1988,1894
2024-06-13,Maize,Jamshedpur Mandi,2307,2705,2506
2024-06-13,Bajra,Jamshedpur Mandi,1745,2167,1956
2024-06-13,Sugarcane,Jamshedpur Mandi,1833,2331,2082
2024-06-13,Cotton,Jamshedpur Mandi,1233,1696,1464
2024-06-13,Barley,Jamshedpur Mandi,1577,1866,1721
2024-06-13,Groundnut,Jamshedpur Mandi,1431,1797,1614
2024-06-13,Mustard,Jamshedpur Mandi,1622,1817,1719
2024-06-13,Soybean,Jamshedpur Mandi,1658,1946,1802
2024-06-13,Pulses,Jamshedpur Mandi,1119,1565,1342
2024-06-13,Potato,Jamshedpur Mandi,2001,2257,2129
2024-06-14,Wheat,Ranchi Mandi,1548,1922,1735
2024-06-14,Rice,Ranchi Mandi,1684,2030,1857
2024-06-14,Maize,Ranchi Mandi,1372,1545,1458
2024-06-14,Bajra,Ranchi Mandi,2449,2769,2609
2024-06-14,Sugarcane,Ranchi Mandi,2023,2348,2185
2024-06-14,Cotton,Ranchi Mandi,2002,2332,2167
2024-06-14,Barley,Ranchi Mandi,1664,2006,1835
2024-06-14,Groundnut,Ranchi Mandi,2145,2298,2221
2024-06-14,Mustard,Ranchi Mandi,1660,1818,1739
2024-06-14,Soybean,Ranchi Mandi,1838,2308,2073
2024-06-14,Pulses,Ranchi Mandi,2400,2851,2625
2024-06-14,Potato,Ranchi Mandi,1012,1444,1228
2024-06-14,Wheat,Dhanbad Mandi,1976,2276,2126
2024-06-14,Rice,Dhanbad Mandi,1685,1893,1789
2024-06-14,Maize,Dhanbad Mandi,1376,1769,1572
2024-06-14,Bajra,Dhanbad Mandi,1131,1509,1320
2024-06-14,Sugarcane,Dhanbad Mandi,1171,1615,1393
2024-06-14,Cotton,Dhanbad Mandi,1452,1859,1655
2024-06-14,Barley,Dhanbad Mandi,2454,2684,2569
2024-06-14,Groundnut,Dhanbad Mandi,1267,1426,1346
2024-06-14,Mustard,Dhanbad Mandi,1533,1821,1677
2024-06-14,Soybean,Dhanbad Mandi,1513,1692,1602
2024-06-14,Pulses,Dhanbad Mandi,1483,1735,1609
2024-06-14,Potato,Dhanbad Mandi,1966,2154,2060
2024-06-14,Wheat,Bokaro Mandi,2474,2869,2671
2024-06-14,Rice,Bokaro Mandi,2198,2462,2330
2024-06-14,Maize,Bokaro Mandi,2260,2528,2394
2024-06-14,Bajra,Bokaro Mandi,2102,2563,2332
2024-06-14,Sugarcane,Bokaro Mandi,1761,1946,1853
2024-06-14,Cotton,Bokaro Mandi,2475,2635,2555
2024-06-14,Barley,Bokaro Mandi,1779,2022,1900
2024-06-14,Groundnut,Bokaro Mandi,2039,2291,2165
2024-06-14,Mustard,Bokaro Mandi,1077,1470,1273
2024-06-14,Soybean,Bokaro Mandi,2196,2423,2309
2024-06-14,Pulses,Bokaro Mandi,1433,1764,1598
2024-06-14,Potato,Bokaro Mandi,2209,2384,2296
2024-06-14,Wheat,Hazaribagh Mandi,1275,1512,1393
2024-06-14,Rice,Hazaribagh Mandi,1151,1307,1229
2024-06-14,Maize,Hazaribagh Mandi,2281,2526,2403
2024-06-14,Bajra,Hazaribagh Mandi,1524,2014,1769
2024-06-14,Sugarcane,Hazaribagh Mandi,2126,2546,2336
2024-06-14,Cotton,Hazaribagh Mandi,2313,2569,2441
2024-06-14,Barley,Hazaribagh Mandi,2207,2527,2367
2024-06-14,Groundnut,Hazaribagh Mandi,1200,1591,1395
2024-06-14,Mustard,Hazaribagh Mandi,1724,2149,1936
2024-06-14,Soybean,Hazaribagh Mandi,2386,2557,2471
2024-06-14,Pulses,Hazaribagh Mandi,1994,2254,2124
2024-06-14,Potato,Hazaribagh Mandi,1429,1782,1605
2024-06-14,Wheat,Jamshedpur Mandi,2374,2738,2556
2024-06-14,Rice,Jamshedpur Mandi,2299,2757,2528
2024-06-14,Maize,Jamshedpur Mandi,1099,1482,1290
2024-06-14,Bajra,Jamshedpur Mandi,2297,2705,2501
2024-06-14,Sugarcane,Jamshedpur Mandi,1483,1732,1607
2024-06-14,Cotton,Jamshedpur Mandi,1771,2211,1991
2024-06-14,Barley,Jamshedpur Mandi,1083,1387,1235
2024-06-14,Groundnut,Jamshedpur Mandi,1361,1842,1601
2024-06-14,Mustard,Jamshedpur Mandi,1770,2071,1920
2024-06-14,Soybean,Jamshedpur Mandi,1744,2074,1909
2024-06-14,Pulses,Jamshedpur Mandi,2111,2408,2259
2024-06-14,Potato,Jamshedpur Mandi,1042,1427,1234
2024-06-15,Wheat,Ranchi Mandi,2030,2329,2179
2024-06-15,Rice,Ranchi Mandi,1510,1827,1668
2024-06-15,Maize,Ranchi Mandi,1879,2373,2126
2024-06-15,Bajra,Ranchi Mandi,1673,1918,1795
2024-06-15,Sugarcane,Ranchi Mandi,1064,1372,1218
2024-06-15,Cotton,Ranchi Mandi,2317,2654,2485
2024-06-15,Barley,Ranchi Mandi,1444,1759,1601
2024-06-15,Groundnut,Ranchi Mandi,1298,1584,1441
2024-06-15,Mustard,Ranchi Mandi,2105,2295,2200
2024-06-15,Soybean,Ranchi Mandi,2222,2450,2336
2024-06-15,Pulses,Ranchi Mandi,1429,1580,1504
2024-06-15,Potato,Ranchi Mandi,2341,2674,2507
2024-06-15,Wheat,Dhanbad Mandi,2098,2402,2250
2024-06-15,Rice,Dhanbad Mandi,1802,2068,1935
2024-06-15,Maize,Dhanbad Mandi,1266,1765,1515
2024-06-15,Bajra,Dhanbad Mandi,1191,1650,1420
2024-06-15,Sugarcane,Dhanbad Mandi,1753,2005,1879
2024-06-15,Cotton,Dhanbad Mandi,1331,1503,1417
2024-06-15,Barley,Dhanbad Mandi,2121,2271,2196
2024-06-15,Groundnut,Dhanbad Mandi,1380,1798,1589
2024-06-15,Mustard,Dhanbad Mandi,1843,2138,1990
2024-06-15,Soybean,Dhanbad Mandi,1517,1720,1618
2024-06-15,Pulses,Dhanbad Mandi,2404,2609,2506
2024-06-15,Potato,Dhanbad Mandi,2390,2657,2523
2024-06-15,Wheat,Bokaro Mandi,2245,2671,2458
2024-06-15,Rice,Bokaro Mandi,1692,2015,1853
2024-06-15,Maize,Bokaro Mandi,2017,2458,2237
2024-06-15,Bajra,Bokaro Mandi,1018,1285,1151
2024-06-15,Sugarcane,Bokaro Mandi,2054,2524,2289
2024-06-15,Cotton,Bokaro Mandi,2192,2566,2379
2024-06-15,Barley,Bokaro Mandi,2198,2490,2344
2024-06-15,Groundnut,Bokaro Mandi,1010,1182,1096
